match_id,game_duration,queue,game_mode,surrendered,team_100_wins,gold_diff_1,gold_diff_2,gold_diff_3,gold_diff_4,gold_diff_5,gold_diff_6,gold_diff_7,gold_diff_8,gold_diff_9,gold_diff_10,gold_diff_11,gold_diff_12,gold_diff_13,gold_diff_14,gold_diff_15,first_blood,first_tower,first_dragon,first_herald,towers_taken,dragons_taken,heralds_taken,barons_taken,inhibitors_taken,objectives_count,gold_lead_early,gold_lead_mid,gold_lead_late,objective_advantage
",NA1_5317973729",1249,",420",",CLASSIC",0,1,0,107,321,-31,-400,-67,1000,1127,1541,3120,3840,4749,3447,4823,3591,0,0,-1,0,0,-3,0,0,0,7,-400,3520,471,-9
",NA1_5317999501",1948,",420",",CLASSIC",0,1,-1,116,90,-1056,-1522,-2429,-2125,-3161,-2896,-4197,-5036,-5895,-4288,-2097,-258,0,0,-1,0,0,-3,0,0,0,5,-1522,-2675,3939,-9
",NA1_5318106352",1163,",420",",CLASSIC",0,1,0,8,431,1018,859,1333,1705,2287,1127,1323,1974,1672,2162,2449,3283,0,0,-1,0,0,-1,0,0,0,4,859,464,1960,-3
",NA1_5318118736",2013,",420",",CLASSIC",0,1,0,6,-66,458,582,807,678,354,379,1522,1445,1395,1425,1962,3137,0,0,-1,0,0,-1,0,0,0,2,582,940,1615,-3
",NA1_5318131127",1740,",420",",CLASSIC",0,0,1788,1792,1966,2287,2586,1912,204,-103,-713,-309,-278,86,-1485,-778,-467,0,0,-1,0,0,-1,0,0,0,5,2586,-2895,-158,-3
",NA1_5318149991",1709,",420",",CLASSIC",0,0,-20,8,-182,278,-928,-1993,-1769,-1713,-2607,-3243,-3478,-3857,-3920,-3970,-3498,0,0,-1,0,0,-1,0,0,0,3,-928,-2315,-255,-3
",NA1_5318170118",1667,",420",",CLASSIC",0,0,0,-106,-680,-1032,-2265,-2191,-2993,-3473,-3342,-3417,-3035,-2693,-2024,-3892,-4063,0,0,-1,0,0,-1,0,0,0,4,-2265,-1152,-646,-3
",NA1_5318184322",1164,",420",",CLASSIC",0,0,-5,33,-893,-1494,-2096,-1436,-1130,-882,-1030,-1451,-1317,-1692,-886,-2142,-2681,0,0,-1,0,0,-3,0,0,0,4,-2096,645,-1230,-9
",NA1_5318203122",1689,",420",",CLASSIC",0,1,0,-34,506,486,1389,2052,1623,592,432,1372,966,1757,1232,1555,1580,0,0,-1,0,0,-3,0,0,0,6,1389,-17,208,-9
",NA1_5318220424",1598,",420",",CLASSIC",0,0,-399,-405,-1017,-1300,-1247,-1292,-613,-772,-635,-599,-319,-1688,491,74,-734,0,0,-1,0,0,-1,0,0,0,3,-1247,648,-135,-3
",NA1_5318238543",2155,",420",",CLASSIC",0,1,0,62,-311,-340,-288,-364,324,721,1032,1312,-592,-1301,-1331,-444,-1116,0,0,-1,0,0,-3,0,0,0,6,-288,1600,-2428,-9
",NA1_5318267679",1435,",420",",CLASSIC",0,0,-5,-277,-459,-860,-1567,-1725,-1799,-1693,-1484,-1360,-1324,-2747,-3214,-3337,-3155,0,0,-1,0,0,-3,0,0,0,5,-1567,207,-1795,-9
",NA1_5318289435",1750,",420",",CLASSIC",0,1,25,21,-28,-6,69,467,1842,1853,2356,2576,3101,4672,5236,4099,5350,0,0,0,0,0,0,0,0,0,5,69,2507,2774,0
",NA1_5318305918",1623,",420",",CLASSIC",0,1,-455,-490,-303,-1021,-1190,-1403,-1165,-598,115,-1555,-2361,-1890,-2491,-2978,-2352,0,0,-1,0,0,-1,0,0,0,1,-1190,-365,-797,-3
",NA1_5318329312",2318,",420",",CLASSIC",0,1,0,-14,-609,-1282,-1007,-349,1183,-221,-428,470,-1057,-272,482,1811,272,0,0,-1,0,0,-3,0,0,0,5,-1007,1477,-198,-9
",NA1_5318420629",1572,",420",",CLASSIC",0,1,0,3,780,1188,2341,2163,3582,3771,3423,3003,4203,5763,4761,5679,5164,0,0,-1,0,0,-3,0,0,0,6,2341,662,2161,-9
",NA1_5318433498",913,",420",",CLASSIC",0,1,0,-27,-417,-267,80,730,1165,1692,2180,2601,3124,5032,4694,8309,9056,0,0,-1,0,0,-3,0,0,0,7,80,2521,6455,-9
",NA1_5318449913",2102,",420",",CLASSIC",0,0,0,-18,-327,-114,-298,-137,430,1050,1113,3333,3589,3574,3933,5057,4258,0,0,-1,0,0,-3,0,0,0,6,-298,3631,925,-9
",NA1_5318455491",1804,",420",",CLASSIC",0,1,445,810,983,398,822,1596,1787,2213,2291,2854,4567,3685,6803,6476,7782,0,0,-1,0,0,-3,0,0,0,6,822,2032,4928,-9
",NA1_5318485883",1916,",420",",CLASSIC",0,0,0,-53,-762,-425,-302,-275,1436,1426,2268,1974,2358,1512,1631,2173,2531,0,0,-1,0,0,-3,0,0,0,3,-302,2276,557,-9
",NA1_5318488004",1625,",420",",CLASSIC",0,0,0,-353,-857,-1291,-1222,-214,-588,-300,143,-1132,26,-1944,-2427,-2286,-2123,0,0,-1,0,0,-3,0,0,0,6,-1222,90,-991,-9
",NA1_5318496467",1138,",420",",CLASSIC",0,0,0,41,-22,146,-120,-852,-993,-1502,-1502,-2115,-1476,-252,-490,24,-1079,0,0,-1,0,0,-3,0,0,0,8,-120,-1995,1036,-9
",NA1_5318509525",1501,",420",",CLASSIC",0,1,0,78,845,764,276,299,1164,2182,2342,3074,2742,2435,2747,2143,1217,0,0,-1,0,0,-1,0,0,0,3,276,2798,-1857,-3
",NA1_5318518132",1855,",420",",CLASSIC",0,1,0,38,-518,-383,1016,1216,1158,2398,2533,2102,2669,4164,3420,2683,2381,0,0,-1,0,0,-3,0,0,0,4,1016,1086,279,-9
",NA1_5318540970",1472,",420",",CLASSIC",0,1,0,-7,-46,29,521,406,1784,1958,3571,4341,4938,5412,4924,5440,6145,0,0,-1,0,0,-3,0,0,0,7,521,3820,1804,-9
",NA1_5318549251",1747,",420",",CLASSIC",0,0,0,-2,337,236,-28,-383,-731,-436,-398,679,-174,2023,2236,2141,886,0,0,-1,0,0,-3,0,0,0,7,-28,707,207,-9
",NA1_5318735937",1567,",420",",CLASSIC",0,1,0,34,90,383,1138,1718,1451,1328,2230,3365,3373,4313,4380,4190,5303,0,0,-1,0,0,-1,0,0,0,3,1138,2227,1938,-3
",NA1_5318747443",1885,",420",",CLASSIC",0,0,0,-68,955,1229,1193,1096,945,1224,10,45,79,94,-1972,-1765,-2215,0,0,-1,0,0,-3,0,0,0,6,1193,-1148,-2260,-9
",NA1_5318755167",1459,",420",",CLASSIC",0,1,0,-22,129,491,1046,1660,1734,1444,964,1277,2402,2191,2574,2772,4152,0,0,-1,0,0,-3,0,0,0,5,1046,231,2875,-9
",NA1_5318772033",1892,",420",",CLASSIC",0,1,0,-30,-403,522,594,675,359,170,-766,-2391,-2955,-3918,-2941,-2269,-1079,0,0,-1,0,0,-3,0,0,0,5,594,-2985,1312,-9
",NA1_5318776367",1566,",420",",CLASSIC",0,0,0,14,57,-443,-139,-268,-327,-42,-1039,-2041,-3035,-2736,-3405,-3598,-3920,0,0,-1,0,0,-1,0,0,0,5,-139,-1902,-1879,-3
",NA1_5318798053",1487,",420",",CLASSIC",0,0,394,93,115,983,885,807,-144,-585,-140,-321,-594,47,-1328,-1418,-2796,0,0,-1,0,0,-1,0,0,0,3,885,-1206,-2475,-3
",NA1_5318818277",1575,",420",",CLASSIC",0,0,0,34,223,-994,-1230,-1591,-1671,-1974,-750,-3433,-3790,-2861,-5330,-5323,-2624,0,0,-1,0,0,-3,0,0,0,6,-1230,-2203,809,-9
",NA1_5318838921",1513,",420",",CLASSIC",0,1,0,37,-34,346,17,-25,929,1084,2365,2425,3678,3581,3649,3427,3147,0,0,-1,0,0,-3,0,0,0,5,17,2408,722,-9
",NA1_5318857679",1720,",420",",CLASSIC",0,1,0,347,144,-1086,-702,-1299,-2129,-1634,0,-155,-384,-678,-24,817,1676,0,0,-1,0,0,-1,0,0,0,2,-702,547,1831,-3
",NA1_5318879966",1658,",420",",CLASSIC",0,1,0,94,-60,10,-644,-526,-1747,-1764,-1508,-1244,-948,-857,165,321,-429,0,0,-1,0,0,-1,0,0,0,2,-644,-600,815,-3
",NA1_5318887535",1675,",420",",CLASSIC",0,1,0,-19,288,392,833,1457,1975,1563,1508,698,338,65,1055,3297,1320,0,0,-1,0,0,-3,0,0,0,8,833,-135,622,-9
",NA1_5318930959",2086,",420",",CLASSIC",0,0,-5,-396,-158,-1251,-175,-376,-819,-808,-1084,238,145,277,1098,1570,2639,0,0,-1,0,0,-3,0,0,0,4,-175,413,2401,-9
",NA1_5318978680",2168,",420",",CLASSIC",0,1,0,-410,-475,198,971,767,1324,1834,1516,1564,1556,2685,3487,4314,4392,0,0,-1,0,0,-3,0,0,0,6,971,593,2828,-9
",NA1_5319027133",1675,",420",",CLASSIC",0,1,-970,-808,-1073,-1838,-1887,-1282,17,375,1561,1449,1126,1258,306,840,19,0,0,-1,0,0,-1,0,0,0,3,-1887,3336,-1430,-3
",NA1_5319054402",1637,",420",",CLASSIC",0,1,0,42,-492,-540,-914,-1096,-388,-426,13,36,681,554,1139,-261,1471,0,0,-1,0,0,-3,0,0,0,5,-914,950,1435,-9
",NA1_5319065190",1837,",420",",CLASSIC",0,1,0,-34,-559,-1004,-1008,-2081,-2326,-2926,-1952,-618,202,1409,17,687,-481,0,0,-1,0,0,-1,0,0,0,3,-1008,390,137,-3
",NA1_5319081345",1539,",420",",CLASSIC",0,0,0,-65,61,-311,-471,-217,-203,-189,-834,-833,-2099,-3009,-4111,-4390,-3296,0,0,-1,0,0,-1,0,0,0,6,-471,-362,-2463,-3
",NA1_5319096051",1710,",420",",CLASSIC",0,1,0,-34,-128,-288,-871,-345,-543,-559,-1340,418,719,1320,1672,1108,1098,0,0,-1,0,0,-3,0,0,0,4,-871,1289,680,-9
",NA1_5319121122",2101,",420",",CLASSIC",0,1,395,462,901,-187,584,501,696,743,1144,853,877,1794,2041,2837,3349,0,0,-1,0,0,-1,0,0,0,4,584,269,2496,-3
",NA1_5319308493",1478,",420",",CLASSIC",0,0,0,84,-375,637,635,809,1002,731,868,772,649,-200,-318,-1070,-2400,0,0,-1,0,0,-1,0,0,0,4,635,137,-3172,-3
",NA1_5319331603",1327,",420",",CLASSIC",0,0,0,159,609,820,859,992,1915,1988,781,721,451,889,514,185,-1506,0,0,-1,0,0,-1,0,0,0,5,859,-138,-2227,-3
",NA1_5319349396",1740,",420",",CLASSIC",0,0,25,44,83,-49,-405,-455,515,187,-489,-289,-1980,-647,-38,-771,-1863,0,0,-1,0,0,-3,0,0,0,4,-405,116,-1574,-9
",NA1_5319371231",932,",420",",CLASSIC",0,0,0,-126,-22,680,-487,-611,-1352,-2032,-2178,-3061,-2879,-3835,-4057,-5794,-6094,0,0,-1,0,0,-3,0,0,0,4,-487,-2574,-3033,-9
",NA1_5319387390",967,",420",",CLASSIC",0,0,0,-66,-622,-1388,-2169,-2293,-2349,-2703,-2857,-3955,-6446,-6963,-8358,-9135,-10138,0,0,-1,0,0,-1,0,0,0,7,-2169,-1786,-6183,-3
